gene ID,gene_symbol,UniGene symbol,GenBank_id,Accession,gene_name,organism,p-value,sample,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_control,max_age_of_control,min_age_of_experiment,max_age_of_experiment,link,change_type,n_of_control,n_of_experiment,percent_of_change,FC,logFC,q-value,FDR
NM_001164,APBB1,,,,"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)",human,"0,01175647711",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,06493506","1,54",,,
,APBB3,,,NM_133174.1,,human,"0,0246881",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,30,"1,3",,,
,APG-1,,,NM_014278.2,,human,"0,0476283",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,APG12L,,,NM_004707.2,,human,"0,00000236",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,30,"1,3",,,
,API5,API5,,,Apoptosis inhibitor 5,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"23,122331",1.23122331,,,8.175499961
AF229254,API5,,,,apoptosis inhibitor 5,human,"0,007794461764",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-45,65217391","1,84",,,
,APOBEC3A,,,NM_145699.2,,human,"0,0057801",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,60,"1,6",,,
NM_021822,APOBEC3G,,,,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G",human,"0,01523506029",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,104,"2,04",,,
,APOD,,,J02611,apolipoprotein D,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,108,02.08,,0.002142,
,APOD,,,NM_001647.1,,human,"0,0093387",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,70,"1,7",,,
,APPBP1,APPBP1,,,"amyloid beta precursor protein-binding protein 1, 59kD",human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"27,9556917",1.279556917,,,5.385423359
NM_006380,APPBP2,,,,amyloid beta precursor protein (cytoplasmic tail) binding protein 2,human,"0,000828609939",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-54,33789954","2,19",,,
,ARCH,,,NM_178547.2,,human,"0,0000754",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
NM_001659,ARF3,,,,ADP-ribosylation factor 3,human,"0,002866225687",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,52,"1,52",,,
AK025637,ARFGEF1,,,,brefeldin A-inhibited guanine nucleotide-exchange protein 1,human,"0,003598519077",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-46,52406417","1,87",,,
AL044651,ARFIP1,,,,ADP-ribosylation factor interacting protein 1 (arfaptin 1),human,"0,01775102948",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,54,"1,54",,,
,ARHGAP1,,,NM_004308.2,,human,"0,0067685",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,30,"1,3",,,
,ARHGAP35,GRLF1,,,glucocorticoid receptor DNA binding factor 1,human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-20,2045181",0.797954819,,,4.695695038
AB011093,ARHGEF18,,,,Rho-specific guanine nucleotide exchange factor p114,human,"0,01795707733",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-46,52406417","1,87",,,
NM_019555,ARHGEF3,,,,Rho guanine nucleotide exchange factor (GEF) 3,human,"0,00033633694",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-33,77483444","1,51",,,
,ARHGEF5,ARHGEF5,,,Rho guanine nucleotide exchange factor (GEF) 5,human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-20,396209",0.79603791,,,8.175499961
,ARHGEF6,ARHGEF6,,,RacCdc42 guanine exchange factor (GEF) 6,human,"0,0207",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-21,0573078",0.789426922,,,9.271695889
,ARHGEF6,,,NM_004840.1,,human,"0,0003095",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
NM_003899,ARHGEF7,,,,Rho guanine nucleotide exchange factor (GEF) 7,human,"0,0002075981284",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-60,9375","2,56",,,
AI625739,ARHGEF9,,,,Cdc42 guanine nucleotide exchange factor (GEF) 9,human,"0,001961847283",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-45,35519126","1,83",,,
NM_005744,ARIH1,,,,"ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)",human,"0,002729919567",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-55,15695067","2,23",,,
NM_012106,ARL2BP,,,,binder of Arl Two,human,"0,02314290758",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-33,77483444","1,51",,,
NM_030978,ARPC5L,,,,"actin related protein 2/3 complex, subunit 5-like /// actin related protein 2/3 complex, subunit 5-like",human,"0,0002052029159",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,57,"1,57",,,
,ARPP-21,,,NM_198399.1,,human,"0,0000309",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,40,"1,4",,,
NM_006628,ARPP19,,,,"cyclic AMP phosphoprotein, 19 kD",human,"0,005139932932",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-40,11976048","1,67",,,
,ASB12,ASB12,,,ankyrin repeat and SOCS box-containing 12,human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-21,4337693",0.7856623069799671,,,7.425651557
NM_015947,ASCC1,,,,CGI-18 protein,human,"0,0004124679767",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-47,08994709","1,89",,,
,ASCL1,,,L08424,achaete-scute complex-like 1 (Drosophila),human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,70,1.7,,0.002142,
AB028628,ASF1A,,,,ASF1 anti-silencing function 1 homolog A (S. cerevisiae),human,"0,001619614518",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-45,65217391","1,84",,,
NM_000048,ASL,,,,argininosuccinate lyase,human,"0,005814175479",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,73,"1,73",,,
,ASMTL,,,NM_004192.1,,human,"0,0090077",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
,ASXL1,,,NM_015338.3,,human,"0,0082975",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
,ATBF1,,,NM_006885.2,,human,"0,0405993",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,40,"1,4",,,
NM_001880,ATF2,,,,activating transcription factor 2,human,"0,0001761247778",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-64,66431095","2,83",,,
AA532726,ATG4B,,,,autophagin-1,human,"0,00183008165",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,74,"1,74",,,
,ATM,,,NM_138293.1,,human,"0,0011142",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
NM_004045,ATOX1,,,,ATX1 antioxidant protein 1 homolog (yeast),human,"0,01146762197",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,69,"1,69",,,
,ATP1B4,,,NM_012069.2,,human,"0,0044477",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,60,"1,6",,,
,ATP2A2,,,M23114,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-35,48387097",-1.55,,0.002142,
AA805753,ATP2A2,,,,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",human,"0,007681208488",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,67,"1,67",,,
,ATP2B2,,,L20977,"ATPase, Ca++ transporting, plasma membrane 2",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-60,78431373",-2.55,,0.002142,
,ATP2B2,,,X63575,"ATPase, Ca++ transporting, plasma membrane 2",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-61,68582375",-2.61,,0.002142,
,ATP5C1,,,NM_005174.1,,human,"0,0005198",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,ATP5F1A,,,D14710,"ATP synthase, H+ transporting, mitochondrial F1a",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-55,94713656",-2.27,,0.002142,
,ATP5G1,,,NM_005175.1,,human,"0,0359407",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,ATP5G3,,,NM_001689.1,,human,"0,00000328",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,ATP5H,,,NM_006356.1,,human,"0,00000263",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,ATP5I,,,NM_007100.1,,human,"0,0060339",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,ATP5J,,,NM_001685.3,,human,"0,0010358",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,ATP5MC1,ATP5G1,,,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1",human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-16,6292583",0.833707417,,,5.234573694
NM_001697,ATP5O,,,,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)",human,"0,01514263964",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,8974359","1,56",,,
,ATP6V0B,ATP6V0B,,,"ATPase, H+ transporting, lysosomal",human,"0,00016",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-12,2835324",0.877164676,,,4.083053576
,ATP6V1A,,,L09235,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-41,17647059",-1.7,,0.007611041,
,ATP6V1G2,,,W26326,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G isoform 2",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-33,77483444",-1.51,,0.002142,
,ATP6V1H,,,W27838,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-60,15936255",-2.51,,0.005124108,
BE567813,ATP7A,,,,"ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)",human,"0,0004518195053",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-71,01449275","3,45",,,
,ATPAF1,ATPAF1,,,ATP synthase mitochondrial F1 complex assembly factor 1,human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"18,43544387",1.1843544387435678,,,5.074085998
U72937,ATRX,,,,"alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)",human,"0,003782448199",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,52,"1,52",,,
NM_001698,AUH,,,,AU RNA binding protein/enoyl-Coenzyme A hydratase,human,"0,003111322999",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-39,02439024","1,64",,,
,AVL9,KIAA0241,,,KIAA0241 protein,human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,27,1.274348067,0.3497593795965438,5.915805962,
,AZIN1,,,D88674,ornithine decarboxylase antizyme inhibitor,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-41,52046784",-1.71,,0.002142,
,B3GALNT1,,,Y15062,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 3",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-47,91666667",-1.92,,0.002142,
NM_006876,B3GNT1,,,,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",human,"0,000435962387",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-43,18181818","1,76",,,
NM_006577,B3GNT2,,,,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",human,"0,006489531004",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-57,44680851","2,35",,,
D29805,B4GALT1,,,,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",human,"0,004187117324",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,59,"1,59",,,
NM_021813,BACH2,,,,"BTB and CNC homology 1, basic leucine zipper transcription factor 2 /// BTB and CNC homology 1, basic leucine zipper transcription factor 2",human,"6,73E-05",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-58,84773663","2,43",,,
,BAMBI,,,U23070,putative transmembrane protein,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,62,1.62,,0.002142,
,BBOX1,,,AF082868,gamma-butyrobetaine hydroxylase 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,92,1.92,,0.002142,
,BCL11A,,,W27619,B-cell CLL/lymphoma 11A (zinc finger protein),human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-62,82527881",-2.69,,0.002142,
NM_022898,BCL11B,,,,B-cell CLL/lymphoma 11B (zinc finger protein),human,"0,0001132733225",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-39,39393939","1,65",,,
,BCL2,,,M14745,B-cell CLL/lymphoma 2,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,67,1.67,,0.002142,
,BCL2,,,NM_000633.1,,human,"0,0144136",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,BCS1L,BCS1L,,,BCS1 (yeast homolog)-like,human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-16,6558654",0.833441346,,,4.695695038
,BHLHB3,,,NM_030762.1,,human,"0,0045138",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,BIA2,,,NM_015431.2,,human,"0,0090127",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,40,"1,4",,,
,BICRAL,KIAA0240,,,KIAA0240 protein,human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,48,1.482387599,0.5679227175787098,5.385423359,
